Date,Close
02-06-2010,9.426786
03-06-2010,9.397143
04-06-2010,9.141429
07-06-2010,8.962143
08-06-2010,8.904643
09-06-2010,8.685714
10-06-2010,8.946786
11-06-2010,9.053929
14-06-2010,9.081429
15-06-2010,9.274643
16-06-2010,9.544643
17-06-2010,9.709643
18-06-2010,9.788214
21-06-2010,9.648929
22-06-2010,9.780357
23-06-2010,9.6775
24-06-2010,9.607143
25-06-2010,9.525
28-06-2010,9.582143
29-06-2010,9.148929
30-06-2010,8.983214
01-07-2010,8.874286
02-07-2010,8.819286
06-07-2010,8.879643
07-07-2010,9.238214
08-07-2010,9.2175
09-07-2010,9.272143
12-07-2010,9.188929
13-07-2010,8.992857
14-07-2010,9.026071
15-07-2010,8.980357
16-07-2010,8.925
19-07-2010,8.770714
20-07-2010,8.996071
21-07-2010,9.08
22-07-2010,9.250714
23-07-2010,9.283571
26-07-2010,9.26
27-07-2010,9.431429
28-07-2010,9.32
29-07-2010,9.218214
30-07-2010,9.1875
02-08-2010,9.351786
03-08-2010,9.354643
04-08-2010,9.392143
05-08-2010,9.346429
06-08-2010,9.288929
09-08-2010,9.348214
10-08-2010,9.264643
11-08-2010,8.935357
12-08-2010,8.9925
13-08-2010,8.896429
16-08-2010,8.844286
17-08-2010,8.998929
18-08-2010,9.038214
19-08-2010,8.924286
20-08-2010,8.915714
23-08-2010,8.778571
24-08-2010,8.568929
25-08-2010,8.674643
26-08-2010,8.581429
27-08-2010,8.629286
30-08-2010,8.660714
31-08-2010,8.682143
01-09-2010,8.940357
02-09-2010,9.006071
03-09-2010,9.241786
07-09-2010,9.2075
08-09-2010,9.39
09-09-2010,9.395357
10-09-2010,9.4075
13-09-2010,9.537143
14-09-2010,9.573571
15-09-2010,9.650714
16-09-2010,9.8775
17-09-2010,9.834643
20-09-2010,10.115357
21-09-2010,10.134643
22-09-2010,10.276786
23-09-2010,10.318571
24-09-2010,10.44
27-09-2010,10.398571
28-09-2010,10.245
29-09-2010,10.263214
30-09-2010,10.133929
01-10-2010,10.09
04-10-2010,9.951429
05-10-2010,10.319286
06-10-2010,10.328214
07-10-2010,10.329286
08-10-2010,10.5025
11-10-2010,10.548571
12-10-2010,10.662143
13-10-2010,10.719286
14-10-2010,10.796786
15-10-2010,11.240714
18-10-2010,11.357143
19-10-2010,11.053214
20-10-2010,11.090357
21-10-2010,11.054286
22-10-2010,10.981071
25-10-2010,11.03
26-10-2010,11.001786
27-10-2010,10.993929
28-10-2010,10.901429
29-10-2010,10.749286
01-11-2010,10.863571
02-11-2010,11.048571
03-11-2010,11.171429
04-11-2010,11.366786
05-11-2010,11.326071
08-11-2010,11.379286
09-11-2010,11.288571
10-11-2010,11.358214
11-11-2010,11.308929
12-11-2010,11.001071
15-11-2010,10.965714
16-11-2010,10.771071
17-11-2010,10.732143
18-11-2010,11.015357
19-11-2010,10.954643
22-11-2010,11.191429
23-11-2010,11.026071
24-11-2010,11.242857
26-11-2010,11.25
29-11-2010,11.316786
30-11-2010,11.1125
01-12-2010,11.3
02-12-2010,11.3625
03-12-2010,11.337143
06-12-2010,11.433929
07-12-2010,11.364643
08-12-2010,11.464643
09-12-2010,11.42
10-12-2010,11.448571
13-12-2010,11.488214
14-12-2010,11.438929
15-12-2010,11.441429
16-12-2010,11.473214
17-12-2010,11.450357
20-12-2010,11.5075
21-12-2010,11.578571
22-12-2010,11.612857
23-12-2010,11.557143
27-12-2010,11.595714
28-12-2010,11.623929
29-12-2010,11.6175
30-12-2010,11.559286
31-12-2010,11.52
03-01-2011,11.770357
04-01-2011,11.831786
05-01-2011,11.928571
06-01-2011,11.918929
07-01-2011,12.004286
10-01-2011,12.230357
11-01-2011,12.201429
12-01-2011,12.300714
13-01-2011,12.345714
14-01-2011,12.445714
18-01-2011,12.166071
19-01-2011,12.101429
20-01-2011,11.881429
21-01-2011,11.668571
24-01-2011,12.051786
25-01-2011,12.192857
26-01-2011,12.280357
27-01-2011,12.2575
28-01-2011,12.003571
31-01-2011,12.118571
01-02-2011,12.3225
02-02-2011,12.297143
03-02-2011,12.265714
04-02-2011,12.375
07-02-2011,12.567143
08-02-2011,12.685714
09-02-2011,12.791429
10-02-2011,12.662143
11-02-2011,12.744643
14-02-2011,12.827857
15-02-2011,12.853571
16-02-2011,12.968929
17-02-2011,12.796429
18-02-2011,12.52
22-02-2011,12.093214
23-02-2011,12.236429
24-02-2011,12.245714
25-02-2011,12.434286
28-02-2011,12.614643
01-03-2011,12.475357
02-03-2011,12.575714
03-03-2011,12.841429
04-03-2011,12.857143
07-03-2011,12.691429
08-03-2011,12.705714
09-03-2011,12.588214
10-03-2011,12.381071
11-03-2011,12.571071
14-03-2011,12.627143
15-03-2011,12.336786
16-03-2011,11.786071
17-03-2011,11.951429
18-03-2011,11.809643
21-03-2011,12.117857
22-03-2011,12.185714
23-03-2011,12.113929
24-03-2011,12.320357
25-03-2011,12.555
28-03-2011,12.515714
29-03-2011,12.534286
30-03-2011,12.451071
31-03-2011,12.446786
01-04-2011,12.305714
04-04-2011,12.185357
05-04-2011,12.103214
06-04-2011,12.072857
07-04-2011,12.074286
08-04-2011,11.966429
11-04-2011,11.814286
12-04-2011,11.871429
13-04-2011,12.004643
14-04-2011,11.872143
15-04-2011,11.695
18-04-2011,11.851786
19-04-2011,12.066429
20-04-2011,12.228929
21-04-2011,12.525
25-04-2011,12.6075
26-04-2011,12.515
27-04-2011,12.505357
28-04-2011,12.383929
29-04-2011,12.504643
02-05-2011,12.367143
03-05-2011,12.435714
04-05-2011,12.484643
05-05-2011,12.383929
06-05-2011,12.380714
09-05-2011,12.414286
10-05-2011,12.480357
11-05-2011,12.401071
12-05-2011,12.3775
13-05-2011,12.160714
16-05-2011,11.903571
17-05-2011,12.005
18-05-2011,12.138214
19-05-2011,12.161786
20-05-2011,11.972143
23-05-2011,11.942857
24-05-2011,11.863929
25-05-2011,12.027857
26-05-2011,11.964286
27-05-2011,12.050357
31-05-2011,12.4225
01-06-2011,12.339643
02-06-2011,12.360714
03-06-2011,12.265714
06-06-2011,12.072857
07-06-2011,11.858571
08-06-2011,11.865714
09-06-2011,11.838929
10-06-2011,11.639286
13-06-2011,11.664286
14-06-2011,11.872857
15-06-2011,11.669643
16-06-2011,11.612857
17-06-2011,11.437857
20-06-2011,11.261429
21-06-2011,11.617857
22-06-2011,11.521786
23-06-2011,11.829643
24-06-2011,11.655357
27-06-2011,11.858571
28-06-2011,11.973571
29-06-2011,11.93
30-06-2011,11.988214
01-07-2011,12.259286
05-07-2011,12.479643
06-07-2011,12.562857
07-07-2011,12.757143
08-07-2011,12.846786
11-07-2011,12.642857
12-07-2011,12.633929
13-07-2011,12.786429
14-07-2011,12.7775
15-07-2011,13.032857
18-07-2011,13.35
19-07-2011,13.458929
20-07-2011,13.817857
21-07-2011,13.831786
22-07-2011,14.046429
25-07-2011,14.232143
26-07-2011,14.4075
27-07-2011,14.021071
28-07-2011,13.993571
29-07-2011,13.945714
01-08-2011,14.169643
02-08-2011,13.889643
03-08-2011,14.020357
04-08-2011,13.4775
05-08-2011,13.343571
08-08-2011,12.614643
09-08-2011,13.3575
10-08-2011,12.988929
11-08-2011,13.346429
12-08-2011,13.463929
15-08-2011,13.693214
16-08-2011,13.588571
17-08-2011,13.587143
18-08-2011,13.073214
19-08-2011,12.715357
22-08-2011,12.73
23-08-2011,13.342857
24-08-2011,13.435
25-08-2011,13.347143
26-08-2011,13.699286
29-08-2011,13.9275
30-08-2011,13.928214
31-08-2011,13.743929
01-09-2011,13.608214
02-09-2011,13.358929
06-09-2011,13.562143
07-09-2011,13.711786
08-09-2011,13.719286
09-09-2011,13.481429
12-09-2011,13.569286
13-09-2011,13.736429
14-09-2011,13.903571
15-09-2011,14.034286
16-09-2011,14.303571
19-09-2011,14.701071
20-09-2011,14.766071
21-09-2011,14.719286
22-09-2011,14.350714
23-09-2011,14.439286
26-09-2011,14.398929
27-09-2011,14.259286
28-09-2011,14.178929
29-09-2011,13.948929
30-09-2011,13.618571
03-10-2011,13.378571
04-10-2011,13.303571
05-10-2011,13.508929
06-10-2011,13.4775
07-10-2011,13.207143
10-10-2011,13.886071
11-10-2011,14.296071
12-10-2011,14.363929
13-10-2011,14.586786
14-10-2011,15.071429
17-10-2011,14.999643
18-10-2011,15.08
19-10-2011,14.236429
20-10-2011,14.118214
21-10-2011,14.031071
24-10-2011,14.491786
25-10-2011,14.206071
26-10-2011,14.307143
27-10-2011,14.453214
28-10-2011,14.4625
31-10-2011,14.456429
01-11-2011,14.161071
02-11-2011,14.193214
03-11-2011,14.395357
04-11-2011,14.294286
07-11-2011,14.276071
08-11-2011,14.508214
09-11-2011,14.117143
10-11-2011,13.757857
11-11-2011,13.736429
14-11-2011,13.545
15-11-2011,13.886786
16-11-2011,13.741786
17-11-2011,13.478929
18-11-2011,13.390714
21-11-2011,13.178929
22-11-2011,13.446786
23-11-2011,13.106786
25-11-2011,12.984643
28-11-2011,13.432857
29-11-2011,13.328571
30-11-2011,13.65
01-12-2011,13.854643
02-12-2011,13.917857
05-12-2011,14.036071
06-12-2011,13.9625
07-12-2011,13.896071
08-12-2011,13.952143
09-12-2011,14.057857
12-12-2011,13.994286
13-12-2011,13.886071
14-12-2011,13.578214
15-12-2011,13.533571
16-12-2011,13.607857
19-12-2011,13.650357
20-12-2011,14.141071
21-12-2011,14.158929
22-12-2011,14.233929
23-12-2011,14.404643
27-12-2011,14.518929
28-12-2011,14.38
29-12-2011,14.468571
30-12-2011,14.464286
03-01-2012,14.686786
04-01-2012,14.765714
05-01-2012,14.929643
06-01-2012,15.085714
09-01-2012,15.061786
10-01-2012,15.115714
11-01-2012,15.091071
12-01-2012,15.049643
13-01-2012,14.993214
17-01-2012,15.167857
18-01-2012,15.325357
19-01-2012,15.276786
20-01-2012,15.010714
23-01-2012,15.264643
24-01-2012,15.014643
25-01-2012,15.952143
26-01-2012,15.879643
27-01-2012,15.974286
30-01-2012,16.178928
31-01-2012,16.302856
01-02-2012,16.2925
02-02-2012,16.254286
03-02-2012,16.417143
06-02-2012,16.570356
07-02-2012,16.743929
08-02-2012,17.024286
09-02-2012,17.613214
10-02-2012,17.622143
13-02-2012,17.950001
14-02-2012,18.195
15-02-2012,17.77393
16-02-2012,17.936071
17-02-2012,17.932858
21-02-2012,18.387501
22-02-2012,18.322857
23-02-2012,18.442499
24-02-2012,18.657499
27-02-2012,18.777143
28-02-2012,19.121786
29-02-2012,19.372856
01-03-2012,19.445356
02-03-2012,19.470715
05-03-2012,19.04143
06-03-2012,18.937857
07-03-2012,18.953215
08-03-2012,19.356787
09-03-2012,19.470358
12-03-2012,19.714287
13-03-2012,20.289286
14-03-2012,21.056429
15-03-2012,20.912857
16-03-2012,20.913214
19-03-2012,21.467857
20-03-2012,21.64143
21-03-2012,21.517857
22-03-2012,21.405001
23-03-2012,21.2875
26-03-2012,21.677856
27-03-2012,21.945715
28-03-2012,22.057858
29-03-2012,21.780714
30-03-2012,21.4125
02-04-2012,22.093929
03-04-2012,22.475714
04-04-2012,22.296785
05-04-2012,22.63143
09-04-2012,22.7225
10-04-2012,22.444286
11-04-2012,22.364286
12-04-2012,22.241785
13-04-2012,21.615356
16-04-2012,20.718929
17-04-2012,21.775
18-04-2012,21.726429
19-04-2012,20.98
20-04-2012,20.463572
23-04-2012,20.417856
24-04-2012,20.01
25-04-2012,21.785713
26-04-2012,21.703571
27-04-2012,21.535713
30-04-2012,20.856428
01-05-2012,20.790358
02-05-2012,20.927856
03-05-2012,20.779285
04-05-2012,20.1875
07-05-2012,20.338572
08-05-2012,20.292143
09-05-2012,20.327856
10-05-2012,20.375713
11-05-2012,20.239643
14-05-2012,19.936428
15-05-2012,19.756071
16-05-2012,19.502857
17-05-2012,18.932858
18-05-2012,18.942142
21-05-2012,20.045713
22-05-2012,19.891787
23-05-2012,20.377144
24-05-2012,20.190001
25-05-2012,20.081785
29-05-2012,20.438213
30-05-2012,20.684643
31-05-2012,20.633215
01-06-2012,20.035357
04-06-2012,20.153214
05-06-2012,20.10107
06-06-2012,20.409286
07-06-2012,20.418571
08-06-2012,20.725714
11-06-2012,20.39893
12-06-2012,20.577143
13-06-2012,20.434286
14-06-2012,20.411785
15-06-2012,20.504642
18-06-2012,20.920713
19-06-2012,20.97893
20-06-2012,20.919287
21-06-2012,20.631071
22-06-2012,20.789286
25-06-2012,20.384644
26-06-2012,20.429644
27-06-2012,20.517857
28-06-2012,20.323214
29-06-2012,20.857143
02-07-2012,21.161428
03-07-2012,21.407499
05-07-2012,21.783571
06-07-2012,21.638571
09-07-2012,21.924643
10-07-2012,21.721786
11-07-2012,21.586786
12-07-2012,21.389286
13-07-2012,21.606071
16-07-2012,21.675358
17-07-2012,21.67643
18-07-2012,21.652143
19-07-2012,21.940001
20-07-2012,21.582144
23-07-2012,21.565357
24-07-2012,21.46143
25-07-2012,20.534643
26-07-2012,20.531429
27-07-2012,20.898571
30-07-2012,21.251072
31-07-2012,21.812857
01-08-2012,21.671785
02-08-2012,21.706785
03-08-2012,21.989286
06-08-2012,22.233929
07-08-2012,22.175358
08-08-2012,22.137857
09-08-2012,22.168928
10-08-2012,22.203571
13-08-2012,22.5
14-08-2012,22.560356
15-08-2012,22.529642
16-08-2012,22.726429
17-08-2012,23.146786
20-08-2012,23.755358
21-08-2012,23.430714
22-08-2012,23.888214
23-08-2012,23.665358
24-08-2012,23.686428
27-08-2012,24.13143
28-08-2012,24.1
29-08-2012,24.0525
30-08-2012,23.709642
31-08-2012,23.758572
04-09-2012,24.106071
05-09-2012,23.936787
06-09-2012,24.1525
07-09-2012,24.30143
10-09-2012,23.669287
11-09-2012,23.592501
12-09-2012,23.92107
13-09-2012,24.392143
14-09-2012,24.688572
17-09-2012,24.992144
18-09-2012,25.068214
19-09-2012,25.075001
20-09-2012,24.953571
21-09-2012,25.003214
24-09-2012,24.67107
25-09-2012,24.055
26-09-2012,23.75643
27-09-2012,24.332857
28-09-2012,23.825001
01-10-2012,23.549643
02-10-2012,23.618214
03-10-2012,23.980356
04-10-2012,23.814285
05-10-2012,23.306786
08-10-2012,22.791786
09-10-2012,22.708929
10-10-2012,22.889643
11-10-2012,22.432142
12-10-2012,22.489643
15-10-2012,22.67
16-10-2012,23.206785
17-10-2012,23.021786
18-10-2012,22.594286
19-10-2012,21.780001
22-10-2012,22.643929
23-10-2012,21.905714
24-10-2012,22.029642
25-10-2012,21.769285
26-10-2012,21.571428
31-10-2012,21.261429
01-11-2012,21.305
02-11-2012,20.6
05-11-2012,20.879286
06-11-2012,20.816071
07-11-2012,19.928572
08-11-2012,19.205357
09-11-2012,19.537857
12-11-2012,19.386786
13-11-2012,19.389286
14-11-2012,19.174286
15-11-2012,18.772142
16-11-2012,18.845715
19-11-2012,20.204643
20-11-2012,20.032499
21-11-2012,20.060715
23-11-2012,20.410713
26-11-2012,21.054644
27-11-2012,20.885
28-11-2012,20.819286
29-11-2012,21.048571
30-11-2012,20.902857
03-12-2012,20.935356
04-12-2012,20.566071
05-12-2012,19.2425
06-12-2012,19.544287
07-12-2012,19.044643
10-12-2012,18.922144
11-12-2012,19.335358
12-12-2012,19.25
13-12-2012,18.9175
14-12-2012,18.206785
17-12-2012,18.529642
18-12-2012,19.067858
19-12-2012,18.796785
20-12-2012,18.633215
21-12-2012,18.547501
24-12-2012,18.577499
26-12-2012,18.321428
27-12-2012,18.395
28-12-2012,18.199642
31-12-2012,19.006071
02-01-2013,19.608213
03-01-2013,19.360714
04-01-2013,18.821428
07-01-2013,18.710714
08-01-2013,18.76107
09-01-2013,18.467857
10-01-2013,18.696787
11-01-2013,18.582144
14-01-2013,17.919643
15-01-2013,17.354286
16-01-2013,18.074642
17-01-2013,17.952856
18-01-2013,17.857143
22-01-2013,18.0275
23-01-2013,18.3575
24-01-2013,16.089287
25-01-2013,15.71
28-01-2013,16.065357
29-01-2013,16.366785
30-01-2013,16.315357
31-01-2013,16.2675
01-02-2013,16.200714
04-02-2013,15.797143
05-02-2013,16.351429
06-02-2013,16.333929
07-02-2013,16.722143
08-02-2013,16.963572
11-02-2013,17.140356
12-02-2013,16.710714
13-02-2013,16.678928
14-02-2013,16.663929
15-02-2013,16.434286
19-02-2013,16.428213
20-02-2013,16.030357
21-02-2013,15.930714
22-02-2013,16.100357
25-02-2013,15.814286
26-02-2013,16.034643
27-02-2013,15.8775
28-02-2013,15.764286
01-03-2013,15.373929
04-03-2013,15.001786
05-03-2013,15.397857
06-03-2013,15.202143
07-03-2013,15.377857
08-03-2013,15.418571
11-03-2013,15.638214
12-03-2013,15.301071
13-03-2013,15.298214
14-03-2013,15.446429
15-03-2013,15.845
18-03-2013,16.275715
19-03-2013,16.231787
20-03-2013,16.145714
21-03-2013,16.168928
22-03-2013,16.496786
25-03-2013,16.556429
26-03-2013,16.469286
27-03-2013,16.145714
28-03-2013,15.809286
01-04-2013,15.318214
02-04-2013,15.349643
03-04-2013,15.428214
04-04-2013,15.275714
05-04-2013,15.114286
08-04-2013,15.221786
09-04-2013,15.249286
10-04-2013,15.560357
11-04-2013,15.511786
12-04-2013,15.35
15-04-2013,14.994643
16-04-2013,15.222857
17-04-2013,14.385714
18-04-2013,14.001786
19-04-2013,13.9475
22-04-2013,14.238214
23-04-2013,14.504643
24-04-2013,14.480714
25-04-2013,14.585
26-04-2013,14.9
29-04-2013,15.361429
30-04-2013,15.813571
01-05-2013,15.688929
02-05-2013,15.911429
03-05-2013,16.070715
06-05-2013,16.45393
07-05-2013,16.380714
08-05-2013,16.565714
09-05-2013,16.313213
10-05-2013,16.1775
13-05-2013,16.240713
14-05-2013,15.852143
15-05-2013,15.316071
16-05-2013,15.520714
17-05-2013,15.473571
20-05-2013,15.818929
21-05-2013,15.702143
22-05-2013,15.7625
23-05-2013,15.790714
24-05-2013,15.898214
28-05-2013,15.765714
29-05-2013,15.891071
30-05-2013,16.127857
31-05-2013,16.061787
03-06-2013,16.097143
04-06-2013,16.046785
05-06-2013,15.896786
06-06-2013,15.659286
07-06-2013,15.778929
10-06-2013,15.674643
11-06-2013,15.628571
12-06-2013,15.435357
13-06-2013,15.57
14-06-2013,15.358929
17-06-2013,15.428571
18-06-2013,15.420357
19-06-2013,15.107143
20-06-2013,14.887143
21-06-2013,14.767857
24-06-2013,14.376429
25-06-2013,14.379643
26-06-2013,14.216786
27-06-2013,14.063571
28-06-2013,14.161786
01-07-2013,14.615
02-07-2013,14.946071
03-07-2013,15.028571
05-07-2013,14.907857
08-07-2013,14.823214
09-07-2013,15.083929
10-07-2013,15.026071
11-07-2013,15.260357
12-07-2013,15.2325
15-07-2013,15.265714
16-07-2013,15.364286
17-07-2013,15.368214
18-07-2013,15.42
19-07-2013,15.176786
22-07-2013,15.225357
23-07-2013,14.963929
24-07-2013,15.7325
25-07-2013,15.660714
26-07-2013,15.749643
29-07-2013,15.9925
30-07-2013,16.190001
31-07-2013,16.161785
01-08-2013,16.309999
02-08-2013,16.519285
05-08-2013,16.766071
06-08-2013,16.616072
07-08-2013,16.606428
08-08-2013,16.464643
09-08-2013,16.230356
12-08-2013,16.691429
13-08-2013,17.484644
14-08-2013,17.803572
15-08-2013,17.782499
16-08-2013,17.940357
19-08-2013,18.133572
20-08-2013,17.895357
21-08-2013,17.941429
22-08-2013,17.962856
23-08-2013,17.893572
26-08-2013,17.963215
27-08-2013,17.449642
28-08-2013,17.532143
29-08-2013,17.560715
30-08-2013,17.400715
03-09-2013,17.449286
04-09-2013,17.810356
05-09-2013,17.688213
06-09-2013,17.793571
09-09-2013,18.077499
10-09-2013,17.665714
11-09-2013,16.70393
12-09-2013,16.881786
13-09-2013,16.603571
16-09-2013,16.075714
17-09-2013,16.261429
18-09-2013,16.595715
19-09-2013,16.867857
20-09-2013,16.693214
23-09-2013,17.522858
24-09-2013,17.467857
25-09-2013,17.1975
26-09-2013,17.365
27-09-2013,17.241072
30-09-2013,17.026787
01-10-2013,17.427143
02-10-2013,17.484285
03-10-2013,17.264643
04-10-2013,17.251072
07-10-2013,17.419643
08-10-2013,17.17643
09-10-2013,17.378214
10-10-2013,17.487143
11-10-2013,17.600357
14-10-2013,17.715714
15-10-2013,17.809999
16-10-2013,17.896786
17-10-2013,18.017857
18-10-2013,18.174643
21-10-2013,18.620001
22-10-2013,18.566786
23-10-2013,18.748571
24-10-2013,18.996786
25-10-2013,18.784286
28-10-2013,18.924286
29-10-2013,18.452856
30-10-2013,18.746429
31-10-2013,18.667856
01-11-2013,18.5725
04-11-2013,18.8125
05-11-2013,18.766071
06-11-2013,18.604286
07-11-2013,18.303213
08-11-2013,18.591429
11-11-2013,18.5375
12-11-2013,18.571787
13-11-2013,18.593929
14-11-2013,18.862858
15-11-2013,18.749643
18-11-2013,18.522499
19-11-2013,18.555357
20-11-2013,18.392857
21-11-2013,18.612143
22-11-2013,18.564285
25-11-2013,18.705
26-11-2013,19.049999
27-11-2013,19.498571
29-11-2013,19.859644
02-12-2013,19.686787
03-12-2013,20.225714
04-12-2013,20.178572
05-12-2013,20.282143
06-12-2013,20.000713
09-12-2013,20.229643
10-12-2013,20.198214
11-12-2013,20.048571
12-12-2013,20.019285
13-12-2013,19.801071
16-12-2013,19.910713
17-12-2013,19.821072
18-12-2013,19.670357
19-12-2013,19.445
20-12-2013,19.607857
23-12-2013,20.360357
24-12-2013,20.27393
26-12-2013,20.139286
27-12-2013,20.003214
30-12-2013,19.804285
31-12-2013,20.036428
02-01-2014,19.754642
03-01-2014,19.320715
06-01-2014,19.426071
07-01-2014,19.287144
08-01-2014,19.409286
09-01-2014,19.161428
10-01-2014,19.033571
13-01-2014,19.133215
14-01-2014,19.513929
15-01-2014,19.905714
16-01-2014,19.794643
17-01-2014,19.309643
21-01-2014,19.609644
22-01-2014,19.696787
23-01-2014,19.863571
24-01-2014,19.502501
27-01-2014,19.660713
28-01-2014,18.089287
29-01-2014,17.883928
30-01-2014,17.849285
31-01-2014,17.878571
03-02-2014,17.911785
04-02-2014,18.17107
05-02-2014,18.306786
06-02-2014,18.303928
07-02-2014,18.559999
10-02-2014,18.8925
11-02-2014,19.14143
12-02-2014,19.139999
13-02-2014,19.44393
14-02-2014,19.428213
18-02-2014,19.499643
19-02-2014,19.191786
20-02-2014,18.969643
21-02-2014,18.758928
24-02-2014,18.84107
25-02-2014,18.645
26-02-2014,18.476786
27-02-2014,18.845358
28-02-2014,18.794287
03-03-2014,18.848572
04-03-2014,18.972857
05-03-2014,19.012857
06-03-2014,18.955357
07-03-2014,18.944286
10-03-2014,18.96143
11-03-2014,19.14607
12-03-2014,19.164642
13-03-2014,18.951786
14-03-2014,18.73893
17-03-2014,18.812143
18-03-2014,18.978571
19-03-2014,18.973572
20-03-2014,18.882143
21-03-2014,19.031071
24-03-2014,19.256786
25-03-2014,19.463928
26-03-2014,19.277857
27-03-2014,19.195
28-03-2014,19.173571
31-03-2014,19.169287
01-04-2014,19.344643
02-04-2014,19.376785
03-04-2014,19.2425
04-04-2014,18.99357
07-04-2014,18.695356
08-04-2014,18.694286
09-04-2014,18.940001
10-04-2014,18.695715
11-04-2014,18.557501
14-04-2014,18.63143
15-04-2014,18.498571
16-04-2014,18.536072
17-04-2014,18.747856
21-04-2014,18.970358
22-04-2014,18.989286
23-04-2014,18.741072
24-04-2014,20.2775
25-04-2014,20.42643
28-04-2014,21.217501
29-04-2014,21.154642
30-04-2014,21.074642
01-05-2014,21.124287
02-05-2014,21.16357
05-05-2014,21.462856
06-05-2014,21.22893
07-05-2014,21.154642
08-05-2014,20.999643
09-05-2014,20.912144
12-05-2014,21.172501
13-05-2014,21.205713
14-05-2014,21.209642
15-05-2014,21.029285
16-05-2014,21.339643
19-05-2014,21.592501
20-05-2014,21.596786
21-05-2014,21.653929
22-05-2014,21.688213
23-05-2014,21.933214
27-05-2014,22.343929
28-05-2014,22.286072
29-05-2014,22.692142
30-05-2014,22.607143
02-06-2014,22.451786
03-06-2014,22.769285
04-06-2014,23.029285
05-06-2014,23.119642
06-06-2014,23.05607
09-06-2014,23.424999
10-06-2014,23.5625
11-06-2014,23.465
12-06-2014,23.0725
13-06-2014,22.82
16-06-2014,23.049999
17-06-2014,23.02
18-06-2014,23.045
19-06-2014,22.965
20-06-2014,22.727501
23-06-2014,22.7075
24-06-2014,22.57
25-06-2014,22.59
26-06-2014,22.725
27-06-2014,22.995001
30-06-2014,23.2325
01-07-2014,23.379999
02-07-2014,23.370001
03-07-2014,23.5075
07-07-2014,23.9925
08-07-2014,23.8375
09-07-2014,23.8475
10-07-2014,23.76
11-07-2014,23.805
14-07-2014,24.112499
15-07-2014,23.83
16-07-2014,23.695
17-07-2014,23.272499
18-07-2014,23.6075
21-07-2014,23.485001
22-07-2014,23.68
23-07-2014,24.297501
24-07-2014,24.2575
25-07-2014,24.4175
28-07-2014,24.754999
29-07-2014,24.594999
30-07-2014,24.5375
31-07-2014,23.9
01-08-2014,24.032499
04-08-2014,23.897499
05-08-2014,23.780001
06-08-2014,23.74
07-08-2014,23.620001
08-08-2014,23.684999
11-08-2014,23.997499
12-08-2014,23.9925
13-08-2014,24.309999
14-08-2014,24.375
15-08-2014,24.495001
18-08-2014,24.790001
19-08-2014,25.1325
20-08-2014,25.1425
21-08-2014,25.145
22-08-2014,25.33
25-08-2014,25.385
26-08-2014,25.2225
27-08-2014,25.532499
28-08-2014,25.5625
